"hh_ID","lid","PC6","type","longitude","latitude","PC4"
35884,"home_32","2531AA","home","4.29445365984736","52.0582569644013","2531"
37709,"home_33","2531AA","home","4.29445365984736","52.0582569644013","2531"
35673,"home_34","2531AA","home","4.29445365984736","52.0582569644013","2531"
36754,"home_35","2531AA","home","4.29445365984736","52.0582569644013","2531"
37024,"home_36","2531AA","home","4.29445365984736","52.0582569644013","2531"
35199,"home_37","2531AA","home","4.29445365984736","52.0582569644013","2531"
36535,"home_38","2531AA","home","4.29445365984736","52.0582569644013","2531"
35554,"home_39","2531AA","home","4.29445365984736","52.0582569644013","2531"
36755,"home_40","2531AA","home","4.29445365984736","52.0582569644013","2531"
36315,"home_41","2531AA","home","4.29445365984736","52.0582569644013","2531"
36447,"home_42","2531AA","home","4.29445365984736","52.0582569644013","2531"
35448,"home_43","2531AA","home","4.29445365984736","52.0582569644013","2531"
34429,"home_44","2531AA","home","4.29445365984736","52.0582569644013","2531"
35237,"home_45","2531AA","home","4.29445365984736","52.0582569644013","2531"
34590,"home_46","2531AA","home","4.29445365984736","52.0582569644013","2531"
36658,"home_47","2531AA","home","4.29445365984736","52.0582569644013","2531"
37349,"home_48","2531AA","home","4.29445365984736","52.0582569644013","2531"
37440,"home_49","2531AA","home","4.29445365984736","52.0582569644013","2531"
36468,"home_50","2531AA","home","4.29445365984736","52.0582569644013","2531"
34704,"home_51","2531AA","home","4.29445365984736","52.0582569644013","2531"
36793,"home_52","2531AA","home","4.29445365984736","52.0582569644013","2531"
35256,"home_53","2531AA","home","4.29445365984736","52.0582569644013","2531"
34556,"home_54","2531AA","home","4.29445365984736","52.0582569644013","2531"
36786,"home_55","2531AA","home","4.29445365984736","52.0582569644013","2531"
37689,"home_56","2531AA","home","4.29445365984736","52.0582569644013","2531"
36395,"home_57","2531AA","home","4.29445365984736","52.0582569644013","2531"
34656,"home_58","2531AA","home","4.29445365984736","52.0582569644013","2531"
36764,"home_59","2531AA","home","4.29445365984736","52.0582569644013","2531"
34782,"home_60","2531AA","home","4.29445365984736","52.0582569644013","2531"
36753,"home_61","2531AA","home","4.29445365984736","52.0582569644013","2531"
36562,"home_62","2531AA","home","4.29445365984736","52.0582569644013","2531"
35390,"home_63","2531AA","home","4.29445365984736","52.0582569644013","2531"
35657,"home_64","2531AA","home","4.29445365984736","52.0582569644013","2531"
36121,"home_65","2531AA","home","4.29445365984736","52.0582569644013","2531"
34381,"home_66","2531AA","home","4.29445365984736","52.0582569644013","2531"
34367,"home_67","2531AA","home","4.29445365984736","52.0582569644013","2531"
36163,"home_68","2531AA","home","4.29445365984736","52.0582569644013","2531"
36205,"home_69","2531AA","home","4.29445365984736","52.0582569644013","2531"
37462,"home_70","2531AA","home","4.29445365984736","52.0582569644013","2531"
35481,"home_71","2531AA","home","4.29445365984736","52.0582569644013","2531"
34428,"home_72","2531AA","home","4.29445365984736","52.0582569644013","2531"
36815,"home_73","2531AA","home","4.29445365984736","52.0582569644013","2531"
37463,"home_74","2531AA","home","4.29445365984736","52.0582569644013","2531"
34795,"home_75","2531AA","home","4.29445365984736","52.0582569644013","2531"
37225,"home_76","2531AA","home","4.29445365984736","52.0582569644013","2531"
37656,"home_77","2531AA","home","4.29445365984736","52.0582569644013","2531"
35963,"home_78","2531AA","home","4.29445365984736","52.0582569644013","2531"
35375,"home_79","2531AA","home","4.29445365984736","52.0582569644013","2531"
35432,"home_80","2531AA","home","4.29445365984736","52.0582569644013","2531"
35619,"home_81","2531AA","home","4.29445365984736","52.0582569644013","2531"
35618,"home_82","2531AA","home","4.29445365984736","52.0582569644013","2531"
36959,"home_83","2531AA","home","4.29445365984736","52.0582569644013","2531"
36298,"home_84","2531AA","home","4.29445365984736","52.0582569644013","2531"
36316,"home_85","2531AA","home","4.29445365984736","52.0582569644013","2531"
36294,"home_86","2531AA","home","4.29445365984736","52.0582569644013","2531"
36181,"home_87","2531AA","home","4.29445365984736","52.0582569644013","2531"
36953,"home_88","2531AA","home","4.29445365984736","52.0582569644013","2531"
34688,"home_89","2531AA","home","4.29445365984736","52.0582569644013","2531"
35109,"home_90","2531AA","home","4.29445365984736","52.0582569644013","2531"
37135,"home_91","2531AA","home","4.29445365984736","52.0582569644013","2531"
36521,"home_92","2531AA","home","4.29445365984736","52.0582569644013","2531"
36038,"home_93","2531AA","home","4.29445365984736","52.0582569644013","2531"
36683,"home_94","2531AA","home","4.29445365984736","52.0582569644013","2531"
35423,"home_95","2531AA","home","4.29445365984736","52.0582569644013","2531"
37337,"home_96","2531AA","home","4.29445365984736","52.0582569644013","2531"
35353,"home_97","2531AA","home","4.29445365984736","52.0582569644013","2531"
35779,"home_98","2531AA","home","4.29445365984736","52.0582569644013","2531"
37035,"home_99","2531AA","home","4.29445365984736","52.0582569644013","2531"
36272,"home_100","2531AA","home","4.29445365984736","52.0582569644013","2531"
36346,"home_101","2531AA","home","4.29445365984736","52.0582569644013","2531"
36080,"home_102","2531AA","home","4.29445365984736","52.0582569644013","2531"
37384,"home_103","2531AA","home","4.29445365984736","52.0582569644013","2531"
35064,"home_104","2531AA","home","4.29445365984736","52.0582569644013","2531"
34584,"home_105","2531AA","home","4.29445365984736","52.0582569644013","2531"
37233,"home_106","2531AA","home","4.29445365984736","52.0582569644013","2531"
35506,"home_107","2531AA","home","4.29445365984736","52.0582569644013","2531"
36881,"home_108","2531AA","home","4.29445365984736","52.0582569644013","2531"
34438,"home_109","2531AA","home","4.29445365984736","52.0582569644013","2531"
37396,"home_110","2531AA","home","4.29445365984736","52.0582569644013","2531"
35617,"home_111","2531AB","home","4.29522389954366","52.0581296075231","2531"
36013,"home_112","2531AB","home","4.29522389954366","52.0581296075231","2531"
36823,"home_113","2531AB","home","4.29522389954366","52.0581296075231","2531"
35983,"home_114","2531AB","home","4.29522389954366","52.0581296075231","2531"
36677,"home_115","2531AB","home","4.29522389954366","52.0581296075231","2531"
35379,"home_116","2531AB","home","4.29522389954366","52.0581296075231","2531"
35085,"home_117","2531AB","home","4.29522389954366","52.0581296075231","2531"
37619,"home_118","2531AB","home","4.29522389954366","52.0581296075231","2531"
36320,"home_119","2531AB","home","4.29522389954366","52.0581296075231","2531"
35278,"home_120","2531AB","home","4.29522389954366","52.0581296075231","2531"
34992,"home_121","2531AB","home","4.29522389954366","52.0581296075231","2531"
36287,"home_122","2531AB","home","4.29522389954366","52.0581296075231","2531"
35727,"home_123","2531AB","home","4.29522389954366","52.0581296075231","2531"
34886,"home_124","2531AB","home","4.29522389954366","52.0581296075231","2531"
35869,"home_125","2531AB","home","4.29522389954366","52.0581296075231","2531"
35326,"home_126","2531AB","home","4.29522389954366","52.0581296075231","2531"
36983,"home_127","2531AB","home","4.29522389954366","52.0581296075231","2531"
36805,"home_128","2531AB","home","4.29522389954366","52.0581296075231","2531"
36520,"home_129","2531AB","home","4.29522389954366","52.0581296075231","2531"
35173,"home_130","2531AB","home","4.29522389954366","52.0581296075231","2531"
36429,"home_131","2531AB","home","4.29522389954366","52.0581296075231","2531"
36933,"home_132","2531AB","home","4.29522389954366","52.0581296075231","2531"
34524,"home_133","2531AB","home","4.29522389954366","52.0581296075231","2531"
35839,"home_134","2531AC","home","4.29604752614208","52.0579746735187","2531"
36629,"home_135","2531AC","home","4.29604752614208","52.0579746735187","2531"
37352,"home_136","2531AC","home","4.29604752614208","52.0579746735187","2531"
34424,"home_137","2531AC","home","4.29604752614208","52.0579746735187","2531"
36190,"home_138","2531AC","home","4.29604752614208","52.0579746735187","2531"
37472,"home_139","2531AC","home","4.29604752614208","52.0579746735187","2531"
37351,"home_140","2531AC","home","4.29604752614208","52.0579746735187","2531"
34891,"home_141","2531AC","home","4.29604752614208","52.0579746735187","2531"
36966,"home_142","2531AC","home","4.29604752614208","52.0579746735187","2531"
36426,"home_143","2531AC","home","4.29604752614208","52.0579746735187","2531"
36947,"home_144","2531AC","home","4.29604752614208","52.0579746735187","2531"
35602,"home_145","2531AC","home","4.29604752614208","52.0579746735187","2531"
37640,"home_146","2531AC","home","4.29604752614208","52.0579746735187","2531"
36843,"home_147","2531AC","home","4.29604752614208","52.0579746735187","2531"
34384,"home_148","2531AC","home","4.29604752614208","52.0579746735187","2531"
36904,"home_149","2531AC","home","4.29604752614208","52.0579746735187","2531"
35509,"home_150","2531AC","home","4.29604752614208","52.0579746735187","2531"
35887,"home_151","2531AC","home","4.29604752614208","52.0579746735187","2531"
37325,"home_152","2531AC","home","4.29604752614208","52.0579746735187","2531"
34431,"home_153","2531AD","home","4.29672342706323","52.0577629076474","2531"
35399,"home_154","2531AD","home","4.29672342706323","52.0577629076474","2531"
35693,"home_155","2531AD","home","4.29672342706323","52.0577629076474","2531"
37519,"home_156","2531AD","home","4.29672342706323","52.0577629076474","2531"
35577,"home_157","2531AD","home","4.29672342706323","52.0577629076474","2531"
37666,"home_158","2531AD","home","4.29672342706323","52.0577629076474","2531"
36419,"home_159","2531AD","home","4.29672342706323","52.0577629076474","2531"
36560,"home_160","2531AD","home","4.29672342706323","52.0577629076474","2531"
34635,"home_161","2531AD","home","4.29672342706323","52.0577629076474","2531"
34448,"home_162","2531AD","home","4.29672342706323","52.0577629076474","2531"
35934,"home_163","2531AD","home","4.29672342706323","52.0577629076474","2531"
35701,"home_164","2531AD","home","4.29672342706323","52.0577629076474","2531"
34670,"home_165","2531AD","home","4.29672342706323","52.0577629076474","2531"
37478,"home_166","2531AD","home","4.29672342706323","52.0577629076474","2531"
37295,"home_167","2531AD","home","4.29672342706323","52.0577629076474","2531"
35697,"home_168","2531AD","home","4.29672342706323","52.0577629076474","2531"
37340,"home_169","2531AD","home","4.29672342706323","52.0577629076474","2531"
34861,"home_170","2531AD","home","4.29672342706323","52.0577629076474","2531"
36155,"home_171","2531AD","home","4.29672342706323","52.0577629076474","2531"
34434,"home_172","2531AE","home","4.29729671877661","52.0575816111391","2531"
34435,"home_173","2531AE","home","4.29729671877661","52.0575816111391","2531"
36097,"home_174","2531AE","home","4.29729671877661","52.0575816111391","2531"
37018,"home_175","2531AE","home","4.29729671877661","52.0575816111391","2531"
37188,"home_176","2531AE","home","4.29729671877661","52.0575816111391","2531"
35361,"home_177","2531AE","home","4.29729671877661","52.0575816111391","2531"
36838,"home_178","2531AE","home","4.29729671877661","52.0575816111391","2531"
35742,"home_179","2531AE","home","4.29729671877661","52.0575816111391","2531"
34377,"home_180","2531AE","home","4.29729671877661","52.0575816111391","2531"
35744,"home_181","2531AE","home","4.29729671877661","52.0575816111391","2531"
36803,"home_182","2531AE","home","4.29729671877661","52.0575816111391","2531"
35177,"home_183","2531AE","home","4.29729671877661","52.0575816111391","2531"
36717,"home_184","2531AE","home","4.29729671877661","52.0575816111391","2531"
34675,"home_185","2531AE","home","4.29729671877661","52.0575816111391","2531"
35726,"home_186","2531AE","home","4.29729671877661","52.0575816111391","2531"
35218,"home_187","2531AE","home","4.29729671877661","52.0575816111391","2531"
36552,"home_188","2531AE","home","4.29729671877661","52.0575816111391","2531"
37012,"home_189","2531AE","home","4.29729671877661","52.0575816111391","2531"
35365,"home_190","2531AE","home","4.29729671877661","52.0575816111391","2531"
35325,"home_191","2531AE","home","4.29729671877661","52.0575816111391","2531"
37126,"home_192","2531AE","home","4.29729671877661","52.0575816111391","2531"
37671,"home_193","2531AE","home","4.29729671877661","52.0575816111391","2531"
37525,"home_194","2531AE","home","4.29729671877661","52.0575816111391","2531"
37637,"home_195","2531AE","home","4.29729671877661","52.0575816111391","2531"
35243,"home_196","2531AE","home","4.29729671877661","52.0575816111391","2531"
35598,"home_197","2531AE","home","4.29729671877661","52.0575816111391","2531"
35916,"home_198","2531AE","home","4.29729671877661","52.0575816111391","2531"
37413,"home_199","2531AE","home","4.29729671877661","52.0575816111391","2531"
37388,"home_200","2531AG","home","4.29798655501657","52.0574462036195","2531"
36254,"home_201","2531AG","home","4.29798655501657","52.0574462036195","2531"
35551,"home_202","2531AG","home","4.29798655501657","52.0574462036195","2531"
35706,"home_203","2531AG","home","4.29798655501657","52.0574462036195","2531"
34687,"home_204","2531AG","home","4.29798655501657","52.0574462036195","2531"
37137,"home_205","2531AG","home","4.29798655501657","52.0574462036195","2531"
34803,"home_206","2531AG","home","4.29798655501657","52.0574462036195","2531"
35541,"home_207","2531AG","home","4.29798655501657","52.0574462036195","2531"
36118,"home_208","2531AG","home","4.29798655501657","52.0574462036195","2531"
37469,"home_209","2531AG","home","4.29798655501657","52.0574462036195","2531"
35680,"home_210","2531AG","home","4.29798655501657","52.0574462036195","2531"
37103,"home_211","2531AG","home","4.29798655501657","52.0574462036195","2531"
36551,"home_212","2531AG","home","4.29798655501657","52.0574462036195","2531"
36787,"home_213","2531AG","home","4.29798655501657","52.0574462036195","2531"
36425,"home_214","2531AG","home","4.29798655501657","52.0574462036195","2531"
35031,"home_215","2531AG","home","4.29798655501657","52.0574462036195","2531"
34793,"home_216","2531AG","home","4.29798655501657","52.0574462036195","2531"
35942,"home_217","2531AG","home","4.29798655501657","52.0574462036195","2531"
34718,"home_218","2531AG","home","4.29798655501657","52.0574462036195","2531"
35518,"home_219","2531AG","home","4.29798655501657","52.0574462036195","2531"
35245,"home_220","2531AG","home","4.29798655501657","52.0574462036195","2531"
35629,"home_221","2531AG","home","4.29798655501657","52.0574462036195","2531"
35489,"home_222","2531AG","home","4.29798655501657","52.0574462036195","2531"
35621,"home_223","2531AG","home","4.29798655501657","52.0574462036195","2531"
36360,"home_224","2531AG","home","4.29798655501657","52.0574462036195","2531"
35227,"home_225","2531AH","home","4.29878394946749","52.057225440268","2531"
35938,"home_226","2531AH","home","4.29878394946749","52.057225440268","2531"
35894,"home_227","2531AH","home","4.29878394946749","52.057225440268","2531"
35391,"home_228","2531AH","home","4.29878394946749","52.057225440268","2531"
36104,"home_229","2531AH","home","4.29878394946749","52.057225440268","2531"
35000,"home_230","2531AH","home","4.29878394946749","52.057225440268","2531"
35622,"home_231","2531AH","home","4.29878394946749","52.057225440268","2531"
34927,"home_232","2531AH","home","4.29878394946749","52.057225440268","2531"
36153,"home_233","2531AH","home","4.29878394946749","52.057225440268","2531"
36855,"home_234","2531AH","home","4.29878394946749","52.057225440268","2531"
36532,"home_235","2531AH","home","4.29878394946749","52.057225440268","2531"
34504,"home_236","2531AH","home","4.29878394946749","52.057225440268","2531"
36290,"home_237","2531AH","home","4.29878394946749","52.057225440268","2531"
35012,"home_238","2531AH","home","4.29878394946749","52.057225440268","2531"
34469,"home_239","2531AH","home","4.29878394946749","52.057225440268","2531"
36111,"home_240","2531AH","home","4.29878394946749","52.057225440268","2531"
35183,"home_241","2531AH","home","4.29878394946749","52.057225440268","2531"
36154,"home_242","2531AH","home","4.29878394946749","52.057225440268","2531"
35062,"home_243","2531AH","home","4.29878394946749","52.057225440268","2531"
34496,"home_244","2531AH","home","4.29878394946749","52.057225440268","2531"
34667,"home_245","2531AH","home","4.29878394946749","52.057225440268","2531"
35557,"home_246","2531AH","home","4.29878394946749","52.057225440268","2531"
36407,"home_247","2531AH","home","4.29878394946749","52.057225440268","2531"
36286,"home_248","2531AH","home","4.29878394946749","52.057225440268","2531"
36042,"home_249","2531AH","home","4.29878394946749","52.057225440268","2531"
37050,"home_250","2531AH","home","4.29878394946749","52.057225440268","2531"
36888,"home_251","2531AH","home","4.29878394946749","52.057225440268","2531"
34559,"home_252","2531AJ","home","4.2993418124065","52.0567737265951","2531"
37342,"home_253","2531AJ","home","4.2993418124065","52.0567737265951","2531"
35289,"home_254","2531AJ","home","4.2993418124065","52.0567737265951","2531"
37464,"home_255","2531AJ","home","4.2993418124065","52.0567737265951","2531"
36868,"home_256","2531AJ","home","4.2993418124065","52.0567737265951","2531"
35175,"home_257","2531AJ","home","4.2993418124065","52.0567737265951","2531"
36378,"home_258","2531AJ","home","4.2993418124065","52.0567737265951","2531"
34626,"home_259","2531AJ","home","4.2993418124065","52.0567737265951","2531"
35982,"home_260","2531AJ","home","4.2993418124065","52.0567737265951","2531"
37429,"home_261","2531AJ","home","4.2993418124065","52.0567737265951","2531"
36040,"home_262","2531AJ","home","4.2993418124065","52.0567737265951","2531"
35495,"home_263","2531AJ","home","4.2993418124065","52.0567737265951","2531"
35069,"home_264","2531AJ","home","4.2993418124065","52.0567737265951","2531"
36714,"home_265","2531AJ","home","4.2993418124065","52.0567737265951","2531"
35025,"home_266","2531AJ","home","4.2993418124065","52.0567737265951","2531"
37345,"home_267","2531AJ","home","4.2993418124065","52.0567737265951","2531"
34872,"home_268","2531AJ","home","4.2993418124065","52.0567737265951","2531"
34641,"home_269","2531AJ","home","4.2993418124065","52.0567737265951","2531"
36547,"home_270","2531AJ","home","4.2993418124065","52.0567737265951","2531"
34883,"home_271","2531AJ","home","4.2993418124065","52.0567737265951","2531"
35309,"home_272","2531AJ","home","4.2993418124065","52.0567737265951","2531"
35820,"home_273","2531AJ","home","4.2993418124065","52.0567737265951","2531"
36808,"home_274","2531AJ","home","4.2993418124065","52.0567737265951","2531"
37098,"home_275","2531AJ","home","4.2993418124065","52.0567737265951","2531"
37468,"home_276","2531AJ","home","4.2993418124065","52.0567737265951","2531"
36470,"home_277","2531AJ","home","4.2993418124065","52.0567737265951","2531"
36582,"home_278","2531AJ","home","4.2993418124065","52.0567737265951","2531"
35067,"home_279","2531AJ","home","4.2993418124065","52.0567737265951","2531"
35888,"home_280","2531AK","home","4.29996473102656","52.0567927978326","2531"
37435,"home_281","2531AK","home","4.29996473102656","52.0567927978326","2531"
37313,"home_282","2531AK","home","4.29996473102656","52.0567927978326","2531"
35741,"home_283","2531AK","home","4.29996473102656","52.0567927978326","2531"
36779,"home_284","2531AK","home","4.29996473102656","52.0567927978326","2531"
36776,"home_285","2531AK","home","4.29996473102656","52.0567927978326","2531"
34395,"home_286","2531AK","home","4.29996473102656","52.0567927978326","2531"
35462,"home_287","2531AK","home","4.29996473102656","52.0567927978326","2531"
34728,"home_288","2531AK","home","4.29996473102656","52.0567927978326","2531"
35700,"home_289","2531AK","home","4.29996473102656","52.0567927978326","2531"
34684,"home_290","2531AK","home","4.29996473102656","52.0567927978326","2531"
37546,"home_291","2531AK","home","4.29996473102656","52.0567927978326","2531"
35962,"home_292","2531AK","home","4.29996473102656","52.0567927978326","2531"
36127,"home_293","2531AK","home","4.29996473102656","52.0567927978326","2531"
37443,"home_294","2531AK","home","4.29996473102656","52.0567927978326","2531"
36986,"home_295","2531AK","home","4.29996473102656","52.0567927978326","2531"
35478,"home_296","2531AK","home","4.29996473102656","52.0567927978326","2531"
35137,"home_297","2531AK","home","4.29996473102656","52.0567927978326","2531"
36592,"home_298","2531AK","home","4.29996473102656","52.0567927978326","2531"
37654,"home_299","2531AK","home","4.29996473102656","52.0567927978326","2531"
37092,"home_300","2531AK","home","4.29996473102656","52.0567927978326","2531"
36402,"home_301","2531AK","home","4.29996473102656","52.0567927978326","2531"
35831,"home_302","2531AK","home","4.29996473102656","52.0567927978326","2531"
34466,"home_303","2531AL","home","4.3007983375661","52.0567083206104","2531"
34913,"home_304","2531AL","home","4.3007983375661","52.0567083206104","2531"
35211,"home_305","2531AL","home","4.3007983375661","52.0567083206104","2531"
37019,"home_306","2531AL","home","4.3007983375661","52.0567083206104","2531"
35433,"home_307","2531AL","home","4.3007983375661","52.0567083206104","2531"
36322,"home_308","2531AL","home","4.3007983375661","52.0567083206104","2531"
35163,"home_309","2531AL","home","4.3007983375661","52.0567083206104","2531"
36006,"home_310","2531AL","home","4.3007983375661","52.0567083206104","2531"
36721,"home_311","2531AL","home","4.3007983375661","52.0567083206104","2531"
34437,"home_312","2531AL","home","4.3007983375661","52.0567083206104","2531"
34561,"home_313","2531AL","home","4.3007983375661","52.0567083206104","2531"
36968,"home_314","2531AL","home","4.3007983375661","52.0567083206104","2531"
35351,"home_315","2531AL","home","4.3007983375661","52.0567083206104","2531"
35637,"home_316","2531AL","home","4.3007983375661","52.0567083206104","2531"
37616,"home_317","2531AL","home","4.3007983375661","52.0567083206104","2531"
35711,"home_318","2531AL","home","4.3007983375661","52.0567083206104","2531"
34722,"home_319","2531AL","home","4.3007983375661","52.0567083206104","2531"
37541,"home_320","2531AL","home","4.3007983375661","52.0567083206104","2531"
37694,"home_321","2531AL","home","4.3007983375661","52.0567083206104","2531"
37338,"home_322","2531AL","home","4.3007983375661","52.0567083206104","2531"
36974,"home_323","2531AL","home","4.3007983375661","52.0567083206104","2531"
37458,"home_324","2531AM","home","4.30130723522296","52.0566513100968","2531"
35180,"home_325","2531AM","home","4.30130723522296","52.0566513100968","2531"
35319,"home_326","2531AM","home","4.30130723522296","52.0566513100968","2531"
36423,"home_327","2531AM","home","4.30130723522296","52.0566513100968","2531"
35524,"home_328","2531AM","home","4.30130723522296","52.0566513100968","2531"
35955,"home_329","2531AM","home","4.30130723522296","52.0566513100968","2531"
36472,"home_330","2531AM","home","4.30130723522296","52.0566513100968","2531"
34939,"home_331","2531AM","home","4.30130723522296","52.0566513100968","2531"
36853,"home_332","2531AM","home","4.30130723522296","52.0566513100968","2531"
34582,"home_333","2531AM","home","4.30130723522296","52.0566513100968","2531"
35079,"home_334","2531AM","home","4.30130723522296","52.0566513100968","2531"
35132,"home_335","2531AM","home","4.30130723522296","52.0566513100968","2531"
37434,"home_336","2531AM","home","4.30130723522296","52.0566513100968","2531"
35087,"home_337","2531AM","home","4.30130723522296","52.0566513100968","2531"
36802,"home_338","2531AM","home","4.30130723522296","52.0566513100968","2531"
36334,"home_339","2531AM","home","4.30130723522296","52.0566513100968","2531"
36114,"home_340","2531AM","home","4.30130723522296","52.0566513100968","2531"
35953,"home_341","2531AM","home","4.30130723522296","52.0566513100968","2531"
36673,"home_342","2531AM","home","4.30130723522296","52.0566513100968","2531"
35412,"home_343","2531AM","home","4.30130723522296","52.0566513100968","2531"
36914,"home_344","2531AM","home","4.30130723522296","52.0566513100968","2531"
36910,"home_345","2531AM","home","4.30130723522296","52.0566513100968","2531"
36588,"home_346","2531AM","home","4.30130723522296","52.0566513100968","2531"
35907,"home_347","2531AN","home","4.3030711259683","52.056156647185","2531"
36077,"home_348","2531AN","home","4.3030711259683","52.056156647185","2531"
35694,"home_349","2531AN","home","4.3030711259683","52.056156647185","2531"
36365,"home_350","2531AN","home","4.3030711259683","52.056156647185","2531"
34423,"home_351","2531AN","home","4.3030711259683","52.056156647185","2531"
36161,"home_352","2531AN","home","4.3030711259683","52.056156647185","2531"
37271,"home_353","2531AN","home","4.3030711259683","52.056156647185","2531"
34511,"home_354","2531AN","home","4.3030711259683","52.056156647185","2531"
34558,"home_355","2531AN","home","4.3030711259683","52.056156647185","2531"
35185,"home_356","2531AN","home","4.3030711259683","52.056156647185","2531"
37641,"home_357","2531AN","home","4.3030711259683","52.056156647185","2531"
35520,"home_358","2531AN","home","4.3030711259683","52.056156647185","2531"
35834,"home_359","2531AN","home","4.3030711259683","52.056156647185","2531"
34541,"home_360","2531AN","home","4.3030711259683","52.056156647185","2531"
37143,"home_361","2531AN","home","4.3030711259683","52.056156647185","2531"
37662,"home_362","2531AN","home","4.3030711259683","52.056156647185","2531"
36937,"home_363","2531AN","home","4.3030711259683","52.056156647185","2531"
34382,"home_364","2531AN","home","4.3030711259683","52.056156647185","2531"
35873,"home_365","2531AN","home","4.3030711259683","52.056156647185","2531"
36232,"home_366","2531AN","home","4.3030711259683","52.056156647185","2531"
34736,"home_367","2531AN","home","4.3030711259683","52.056156647185","2531"
35806,"home_368","2531AN","home","4.3030711259683","52.056156647185","2531"
36344,"home_369","2531AN","home","4.3030711259683","52.056156647185","2531"
34900,"home_370","2531AN","home","4.3030711259683","52.056156647185","2531"
37069,"home_371","2531AP","home","4.30374387173863","52.0559772627876","2531"
34772,"home_372","2531AP","home","4.30374387173863","52.0559772627876","2531"
35461,"home_373","2531AP","home","4.30374387173863","52.0559772627876","2531"
35205,"home_374","2531AP","home","4.30374387173863","52.0559772627876","2531"
37118,"home_375","2531AP","home","4.30374387173863","52.0559772627876","2531"
36972,"home_376","2531AP","home","4.30374387173863","52.0559772627876","2531"
35466,"home_377","2531AP","home","4.30374387173863","52.0559772627876","2531"
36027,"home_378","2531AP","home","4.30374387173863","52.0559772627876","2531"
34715,"home_379","2531AP","home","4.30374387173863","52.0559772627876","2531"
35864,"home_380","2531AP","home","4.30374387173863","52.0559772627876","2531"
37638,"home_381","2531AP","home","4.30374387173863","52.0559772627876","2531"
35431,"home_382","2531AP","home","4.30374387173863","52.0559772627876","2531"
35193,"home_383","2531AP","home","4.30374387173863","52.0559772627876","2531"
34364,"home_384","2531AP","home","4.30374387173863","52.0559772627876","2531"
37005,"home_385","2531AP","home","4.30374387173863","52.0559772627876","2531"
34843,"home_386","2531AP","home","4.30374387173863","52.0559772627876","2531"
35849,"home_387","2531AP","home","4.30374387173863","52.0559772627876","2531"
34546,"home_388","2531AP","home","4.30374387173863","52.0559772627876","2531"
35385,"home_389","2531AP","home","4.30374387173863","52.0559772627876","2531"
34820,"home_390","2531AP","home","4.30374387173863","52.0559772627876","2531"
37009,"home_391","2531AP","home","4.30374387173863","52.0559772627876","2531"
35799,"home_392","2531AP","home","4.30374387173863","52.0559772627876","2531"
35345,"home_393","2531AP","home","4.30374387173863","52.0559772627876","2531"
36774,"home_394","2531AP","home","4.30374387173863","52.0559772627876","2531"
35720,"home_395","2531AP","home","4.30374387173863","52.0559772627876","2531"
35035,"home_396","2531AP","home","4.30374387173863","52.0559772627876","2531"
35402,"home_397","2531AP","home","4.30374387173863","52.0559772627876","2531"
37498,"home_398","2531AP","home","4.30374387173863","52.0559772627876","2531"
35601,"home_399","2531AR","home","4.30456152489438","52.05586365961","2531"
